team2Score,team1Score,team1,team2
80,79,Orlando Magic,Charlotte Hornets
83,89,Indiana Pacers,New Jersey Nets
89,86,Utah Jazz,Sacramento Kings
110,89,Seattle SuperSonics,San Antonio Spurs
92,82,Philadelphia 76ers,Boston Celtics
101,94,Minnesota Timberwolves,Dallas Mavericks
85,63,Toronto Raptors,Detroit Pistons
95,87,Portland Trail Blazers,Los Angeles Lakers
95,79,Indiana Pacers,New Jersey Nets
90,98,Seattle SuperSonics,San Antonio Spurs
103,111,Orlando Magic,Charlotte Hornets
86,93,Utah Jazz,Sacramento Kings
122,110,Minnesota Timberwolves,Dallas Mavericks
96,91,Toronto Raptors,Detroit Pistons
93,85,Philadelphia 76ers,Boston Celtics
103,96,Portland Trail Blazers,Los Angeles Lakers
84,85,New Jersey Nets,Indiana Pacers
100,110,Charlotte Hornets,Orlando Magic
75,102,San Antonio Spurs,Seattle SuperSonics
94,84,Detroit Pistons,Toronto Raptors
87,90,Sacramento Kings,Utah Jazz
102,115,Dallas Mavericks,Minnesota Timberwolves
108,103,Boston Celtics,Philadelphia 76ers
91,92,Los Angeles Lakers,Portland Trail Blazers
89,83,Detroit Pistons,Toronto Raptors
86,91,Sacramento Kings,Utah Jazz
97,74,New Jersey Nets,Indiana Pacers
85,102,Charlotte Hornets,Orlando Magic
83,81,Boston Celtics,Philadelphia 76ers
91,79,San Antonio Spurs,Seattle SuperSonics
85,82,Toronto Raptors,Detroit Pistons
120,109,Indiana Pacers,New Jersey Nets
120,87,Philadelphia 76ers,Boston Celtics
101,78,Seattle SuperSonics,San Antonio Spurs
108,91,Dallas Mavericks,Sacramento Kings
96,84,Boston Celtics,Detroit Pistons
86,80,San Antonio Spurs,Los Angeles Lakers
99,93,Charlotte Hornets,New Jersey Nets
102,110,Dallas Mavericks,Sacramento Kings
85,88,San Antonio Spurs,Los Angeles Lakers
102,88,Charlotte Hornets,New Jersey Nets
77,85,Boston Celtics,Detroit Pistons
115,97,New Jersey Nets,Charlotte Hornets
119,125,Sacramento Kings,Dallas Mavericks
66,64,Detroit Pistons,Boston Celtics
89,99,Los Angeles Lakers,San Antonio Spurs
113,115,Sacramento Kings,Dallas Mavericks
90,79,Detroit Pistons,Boston Celtics
79,89,New Jersey Nets,Charlotte Hornets
85,87,Los Angeles Lakers,San Antonio Spurs
114,101,Dallas Mavericks,Sacramento Kings
81,90,Boston Celtics,Detroit Pistons
93,87,San Antonio Spurs,Los Angeles Lakers
103,95,Charlotte Hornets,New Jersey Nets
99,106,Los Angeles Lakers,Sacramento Kings
104,97,Boston Celtics,New Jersey Nets
96,90,Los Angeles Lakers,Sacramento Kings
86,93,Boston Celtics,New Jersey Nets
90,103,Sacramento Kings,Los Angeles Lakers
94,90,New Jersey Nets,Boston Celtics
100,99,Sacramento Kings,Los Angeles Lakers
92,94,New Jersey Nets,Boston Celtics
92,91,Los Angeles Lakers,Sacramento Kings
103,92,Boston Celtics,New Jersey Nets
88,96,New Jersey Nets,Boston Celtics
106,102,Sacramento Kings,Los Angeles Lakers
106,112,Los Angeles Lakers,Sacramento Kings
99,94,New Jersey Nets,Los Angeles Lakers
106,83,New Jersey Nets,Los Angeles Lakers
103,106,Los Angeles Lakers,New Jersey Nets
107,113,Los Angeles Lakers,New Jersey Nets
